Name,Set,Rarity,Id,Market Price
Brotherhood of the Fire Fist - Rooster,2014 Mega-Tins Mega Pack,Secret, MP14-EN120,$0.97
Vampire Takeover,2014 Mega-Tins Mega Pack,Super, MP14-EN176,$1.50
Number 105: Battlin' Boxer Star Cestus,2014 Mega-Tins Mega Pack,Super, MP14-EN028,$4.24
Scramble!! Scramble!!,2014 Mega-Tins Mega Pack,Ultra, MP14-EN037,$0.28
Number 64: Ronin Raccoon Sandayu,2014 Mega-Tins Mega Pack,Rare, MP14-EN161,$4.42
Bujingi Crow,2014 Mega-Tins Mega Pack,Rare, MP14-EN145,$0.26
Star Eater,2014 Mega-Tins Mega Pack,Secret, MP14-EN096,$9.50
Ghostrick Witch,2014 Mega-Tins Mega Pack,Common, MP14-EN140,$0.26
The First Monarch,2014 Mega-Tins Mega Pack,Secret, MP14-EN243,$0.90
Gagagawind,2014 Mega-Tins Mega Pack,Common, MP14-EN034,$0.28
Archfiend Heiress,2014 Mega-Tins Mega Pack,Rare, MP14-EN082,$1.98
Brotherhood of the Fire Fist - Coyote,2014 Mega-Tins Mega Pack,Secret, MP14-EN054,$0.99
Ghostrick Alucard,2014 Mega-Tins Mega Pack,Ultra, MP14-EN162,$1.32
Mind Drain,2014 Mega-Tins Mega Pack,Common, MP14-EN053,$0.34
Number C101: Silent Honor DARK,2014 Mega-Tins Mega Pack,Ultra, MP14-EN218,$2.53
Baby Raccoon Tantan,2014 Mega-Tins Mega Pack,Common, MP14-EN137,$0.14
Windrose the Elemental Lord,2014 Mega-Tins Mega Pack,Secret, MP14-EN022,$1.08
Number 66: Master Key Beetle,2014 Mega-Tins Mega Pack,Super, MP14-EN099,$0.33
Ghostrick Yuki-onna,2014 Mega-Tins Mega Pack,Common, MP14-EN141,$0.26
"Armades, Keeper of Boundaries",2014 Mega-Tins Mega Pack,Secret, MP14-EN095,$1.45
Rank-Up-Magic Astral Force,2014 Mega-Tins Mega Pack,Ultra, MP14-EN226,$0.83
Black Dragon Collapserpent,2014 Mega-Tins Mega Pack,Common, MP14-EN185,$0.39
Bujingi Centipede,2014 Mega-Tins Mega Pack,Common, MP14-EN148,$0.22
Ghostrick Dullahan,2014 Mega-Tins Mega Pack,Rare, MP14-EN222,$2.99
Harpie's Pet Phantasmal Dragon,2014 Mega-Tins Mega Pack,Rare, MP14-EN032,$2.39
Ghostrick Museum,2014 Mega-Tins Mega Pack,Common, MP14-EN228,$0.32
Gauntlet Launcher,2014 Mega-Tins Mega Pack,Ultra, MP14-EN025,$0.60
Bujingi Quilin,2014 Mega-Tins Mega Pack,Super, MP14-EN070,$0.75
Sylvan Marshalleaf,2014 Mega-Tins Mega Pack,Ultra, MP14-EN198,$1.66
Mount Sylvania,2014 Mega-Tins Mega Pack,Super, MP14-EN227,$0.67
Number 107: Galaxy-Eyes Tachyon Dragon,2014 Mega-Tins Mega Pack,Ultra, MP14-EN024,$8.00
Traptrix Myrmeleo,2014 Mega-Tins Mega Pack,Rare, MP14-EN086,$1.97
Coach Soldier Wolfbark,2014 Mega-Tins Mega Pack,Secret, MP14-EN119,$2.44
Mecha Phantom Beast Coltwing,2014 Mega-Tins Mega Pack,Common, MP14-EN077,$1.45
Fire Formation - Gyokkou,2014 Mega-Tins Mega Pack,Super, MP14-EN038,$1.84
Number 101: Silent Honor ARK,2014 Mega-Tins Mega Pack,Ultra, MP14-EN219,$1.06
Madolche Chickolates,2014 Mega-Tins Mega Pack,Common, MP14-EN125,$0.21
"Flying ""C""",2014 Mega-Tins Mega Pack,Common, MP14-EN092,$0.16
Mecha Phantom Beast Concoruda,2014 Mega-Tins Mega Pack,Super, MP14-EN093,$0.24
Mecha Phantom Beast Megaraptor,2014 Mega-Tins Mega Pack,Super, MP14-EN007,$0.65
Ghostrick-Go-Round,2014 Mega-Tins Mega Pack,Rare, MP14-EN233,$1.00
Ghostrick Ghoul,2014 Mega-Tins Mega Pack,Super, MP14-EN126,$0.61
Brotherhood of the Fire Fist - Boar,2014 Mega-Tins Mega Pack,Rare, MP14-EN079,$0.60
Bujin Regalia - The Jewel,2014 Mega-Tins Mega Pack,Common, MP14-EN234,$0.12
Abyss-scale of the Mizuchi,2014 Mega-Tins Mega Pack,Common, MP14-EN040,$2.56
Malicevorous Fork,2014 Mega-Tins Mega Pack,Common, MP14-EN128,$0.14
Brotherhood of the Fire Fist - Kirin,2014 Mega-Tins Mega Pack,Rare, MP14-EN094,$0.27
Battlin' Boxing Spirits,2014 Mega-Tins Mega Pack,Super, MP14-EN168,$1.30
Genomix Fighter,2014 Mega-Tins Mega Pack,Ultra, MP14-EN156,$0.25
Geargiagear,2014 Mega-Tins Mega Pack,Super, MP14-EN052,$0.26
Archfiend Palabyrinth,2014 Mega-Tins Mega Pack,Rare, MP14-EN105,$1.40
Bujingi Fox,2014 Mega-Tins Mega Pack,Rare, MP14-EN210,$0.15
Mecha Phantom Beast Tetherwolf,2014 Mega-Tins Mega Pack,Rare, MP14-EN008,$0.43
Brotherhood of the Fire Fist - Leopard,2014 Mega-Tins Mega Pack,Common, MP14-EN013,$0.42
Mecha Phantom Beast Hamstrat,2014 Mega-Tins Mega Pack,Ultra, MP14-EN011,$0.53
Fire King Avatar Yaksha,2014 Mega-Tins Mega Pack,Super, MP14-EN121,$5.00
Bujin Yamato,2014 Mega-Tins Mega Pack,Ultra, MP14-EN069,$2.64
Bujingi Raven,2014 Mega-Tins Mega Pack,Rare, MP14-EN179,$0.15
Bujintei Susanowo,2014 Mega-Tins Mega Pack,Ultra, MP14-EN100,$0.28
Shark Fortress,2014 Mega-Tins Mega Pack,Common, MP14-EN026,$0.27
Brotherhood of the Fire Fist - Wolf,2014 Mega-Tins Mega Pack,Common, MP14-EN012,$0.15
Bujin Regalia - The Sword,2014 Mega-Tins Mega Pack,Common, MP14-EN107,$0.13
Gorgonic Gargoyle,2014 Mega-Tins Mega Pack,Common, MP14-EN193,$0.28
Shapesister,2014 Mega-Tins Mega Pack,Ultra, MP14-EN111,$0.82
Vampire Hunter,2014 Mega-Tins Mega Pack,Super, MP14-EN155,$0.71
Malicevorous Knife,2014 Mega-Tins Mega Pack,Common, MP14-EN129,$0.16
Hysteric Sign,2014 Mega-Tins Mega Pack,Super, MP14-EN041,$1.62
Mermail Abyssocea,2014 Mega-Tins Mega Pack,Common, MP14-EN016,$0.24
Cockadoodledoo,2014 Mega-Tins Mega Pack,Ultra, MP14-EN115,$2.50
Malicevorous Spoon,2014 Mega-Tins Mega Pack,Common, MP14-EN127,$0.15
Bujintei Kagutsuchi,2014 Mega-Tins Mega Pack,Ultra, MP14-EN163,$1.00
Gravekeeper's Heretic,2014 Mega-Tins Mega Pack,Rare, MP14-EN241,$2.13
Brotherhood of the Fire Fist - Rhino,2014 Mega-Tins Mega Pack,Rare, MP14-EN014,$0.30
Ghostrick Scare,2014 Mega-Tins Mega Pack,Common, MP14-EN175,$1.54
Ghostrick Mansion,2014 Mega-Tins Mega Pack,Common, MP14-EN169,$0.10
Mythic Water Dragon,2014 Mega-Tins Mega Pack,Common, MP14-EN135,$0.20
Traptrix Atrax,2014 Mega-Tins Mega Pack,Rare, MP14-EN085,$1.79
Gravekeeper's Nobleman,2014 Mega-Tins Mega Pack,Ultra, MP14-EN212,$4.94
Battlin' Boxer Headgeared,2014 Mega-Tins Mega Pack,Common, MP14-EN002,$0.20
Sylvan Flowerknight,2014 Mega-Tins Mega Pack,Super, MP14-EN199,$0.39
Spellbook of Miracles,2014 Mega-Tins Mega Pack,Common, MP14-EN057,$0.15
Ghostrick Jiangshi,2014 Mega-Tins Mega Pack,Common, MP14-EN142,$0.35
Chronomaly Winged Sphinx,2014 Mega-Tins Mega Pack,Common, MP14-EN191,$0.13
Dododo Buster,2014 Mega-Tins Mega Pack,Common, MP14-EN245,$0.12
Pumprincess the Princess of Ghosts,2014 Mega-Tins Mega Pack,Common, MP14-EN154,$0.19
Memory Loss,2014 Mega-Tins Mega Pack,Common, MP14-EN045,$0.26
Bujintei Tsukuyomi,2014 Mega-Tins Mega Pack,Ultra, MP14-EN223,$0.74
Baby Raccoon Ponpoko,2014 Mega-Tins Mega Pack,Common, MP14-EN136,$0.36
Fire Formation - Kaiyo,2014 Mega-Tins Mega Pack,Common, MP14-EN050,$0.26
Magnum Shield,2014 Mega-Tins Mega Pack,Common, MP14-EN035,$0.99
Brotherhood of the Fire Fist - Buffalo,2014 Mega-Tins Mega Pack,Rare, MP14-EN015,$0.71
Bujingi Swallow,2014 Mega-Tins Mega Pack,Common, MP14-EN209,$0.14
Bujin Regalia - The Mirror,2014 Mega-Tins Mega Pack,Rare, MP14-EN170,$0.23
Bujingi Warg,2014 Mega-Tins Mega Pack,Common, MP14-EN113,$0.10
Sylvan Bladefender,2014 Mega-Tins Mega Pack,Super, MP14-EN186,$0.20
Bujingi Pavo,2014 Mega-Tins Mega Pack,Super, MP14-EN240,$0.19
Sonic Boom,2014 Mega-Tins Mega Pack,Common, MP14-EN109,$0.14
Bujingi Crane,2014 Mega-Tins Mega Pack,Rare, MP14-EN073,$0.25
Brotherhood of the Fire Fist - Cardinal,2014 Mega-Tins Mega Pack,Secret, MP14-EN031,$1.01
Chronomaly Moai Carrier,2014 Mega-Tins Mega Pack,Common, MP14-EN190,$0.18
Vampire Duke,2014 Mega-Tins Mega Pack,Rare, MP14-EN180,$0.75
Ghostrick Nekomusume,2014 Mega-Tins Mega Pack,Common, MP14-EN204,$0.35
Harpie Channeler,2014 Mega-Tins Mega Pack,Ultra, MP14-EN021,$12.00
Sylvan Komushroomo,2014 Mega-Tins Mega Pack,Rare, MP14-EN197,$0.41
Gagagatag,2014 Mega-Tins Mega Pack,Common, MP14-EN167,$0.16
Risebell the Star Adjuster,2014 Mega-Tins Mega Pack,Common, MP14-EN023,$0.25
Mecha Phantom Beast Turtletracer,2014 Mega-Tins Mega Pack,Super, MP14-EN001,$0.25
Bujinunity,2014 Mega-Tins Mega Pack,Rare, MP14-EN229,$0.19
Mecha Phantom Beast Blue Impala,2014 Mega-Tins Mega Pack,Ultra, MP14-EN076,$1.08
Bujincarnation,2014 Mega-Tins Mega Pack,Rare, MP14-EN102,$0.20
Mecha Phantom Beast Warbluran,2014 Mega-Tins Mega Pack,Rare, MP14-EN075,$1.85
White Dragon Wyverburster,2014 Mega-Tins Mega Pack,Common, MP14-EN184,$0.38
Umbral Horror Unform,2014 Mega-Tins Mega Pack,Common, MP14-EN067,$0.12
Xyz Block,2014 Mega-Tins Mega Pack,Common, MP14-EN047,$0.22
Battlin' Boxer Cheat Commissioner,2014 Mega-Tins Mega Pack,Rare, MP14-EN160,$0.24
Ghostrick Stein,2014 Mega-Tins Mega Pack,Common, MP14-EN143,$0.37
Umbral Horror Will o' the Wisp,2014 Mega-Tins Mega Pack,Common, MP14-EN068,$0.13
Battlin' Boxer Lead Yoke,2014 Mega-Tins Mega Pack,Rare, MP14-EN027,$0.45
Constellar Omega,2014 Mega-Tins Mega Pack,Ultra, MP14-EN059,$1.00
"Celestial Wolf Lord, Blue Sirius",2014 Mega-Tins Mega Pack,Ultra, MP14-EN183,$0.64
The Calibrator,2014 Mega-Tins Mega Pack,Common, MP14-EN088,$0.13
Googly-Eyes Drum Dragon,2014 Mega-Tins Mega Pack,Common, MP14-EN098,$0.16
Skill Prisoner,2014 Mega-Tins Mega Pack,Super, MP14-EN237,$0.51
Gravekeeper's Ambusher,2014 Mega-Tins Mega Pack,Common, MP14-EN213,$0.20
Fire King Avatar Garunix,2014 Mega-Tins Mega Pack,Common, MP14-EN020,$0.35
Mecha Phantom Beast Sabre Hawk,2014 Mega-Tins Mega Pack,Common, MP14-EN149,$0.15
Bujingi Turtle,2014 Mega-Tins Mega Pack,Common, MP14-EN071,$0.15
Battlin' Boxer Rabbit Puncher,2014 Mega-Tins Mega Pack,Common, MP14-EN131,$0.14
Bujingi Peacock,2014 Mega-Tins Mega Pack,Rare, MP14-EN208,$0.21
Wheel of Prophecy,2014 Mega-Tins Mega Pack,Rare, MP14-EN017,$0.28
The Monarchs Awaken,2014 Mega-Tins Mega Pack,Common, MP14-EN236,$0.20
Fire Formation - Yoko,2014 Mega-Tins Mega Pack,Super, MP14-EN104,$0.19
Fencing Fire Ferret,2014 Mega-Tins Mega Pack,Common, MP14-EN123,$0.12
Secret Sect Druid Dru,2014 Mega-Tins Mega Pack,Common, MP14-EN133,$0.11
Sylvan Mikorange,2014 Mega-Tins Mega Pack,Rare, MP14-EN238,$0.15
Ghostrick Skeleton,2014 Mega-Tins Mega Pack,Common, MP14-EN205,$0.40
Sylvan Peaskeeper,2014 Mega-Tins Mega Pack,Rare, MP14-EN196,$0.22
Bujingi Ibis,2014 Mega-Tins Mega Pack,Common, MP14-EN146,$0.11
Mecha Phantom Beast Aerosguin,2014 Mega-Tins Mega Pack,Ultra, MP14-EN114,$0.54
Sylvan Guardioak,2014 Mega-Tins Mega Pack,Common, MP14-EN200,$0.14
Ghostrick Vanish,2014 Mega-Tins Mega Pack,Common, MP14-EN174,$0.25
Ghostrick Mummy,2014 Mega-Tins Mega Pack,Common, MP14-EN206,$0.45
Bujinfidel,2014 Mega-Tins Mega Pack,Common, MP14-EN108,$0.10
Constellar Sombre,2014 Mega-Tins Mega Pack,Super, MP14-EN060,$0.99
Xyz Encore,2014 Mega-Tins Mega Pack,Ultra, MP14-EN117,$4.66
Interceptomato,2014 Mega-Tins Mega Pack,Common, MP14-EN062,$0.11
Gillagillancer,2014 Mega-Tins Mega Pack,Common, MP14-EN187,$0.09
Brotherhood of the Fire Fist - Caribou,2014 Mega-Tins Mega Pack,Common, MP14-EN080,$0.32
Sylvan Blessing,2014 Mega-Tins Mega Pack,Common, MP14-EN232,$0.14
Mythic Tree Dragon,2014 Mega-Tins Mega Pack,Common, MP14-EN134,$0.12
Coach Captain Bearman,2014 Mega-Tins Mega Pack,Ultra, MP14-EN118,$0.24
Mecha Phantom Beast Harrliard,2014 Mega-Tins Mega Pack,Common, MP14-EN078,$0.20
Hidden Temples of Necrovalley,2014 Mega-Tins Mega Pack,Rare, MP14-EN230,$1.34
Risebell the Star Psycher,2014 Mega-Tins Mega Pack,Common, MP14-EN159,$0.16
Survival of the Fittest,2014 Mega-Tins Mega Pack,Common, MP14-EN178,$0.15
Gorgonic Guardian,2014 Mega-Tins Mega Pack,Common, MP14-EN220,$0.50
"Archfiend Emperor, the First Lord of Horror",2014 Mega-Tins Mega Pack,Rare, MP14-EN084,$0.24
"Talaya, Princess of Cherry Blossoms",2014 Mega-Tins Mega Pack,Super, MP14-EN089,$0.73
Sinister Yorishiro,2014 Mega-Tins Mega Pack,Ultra, MP14-EN182,$0.37
Battlin' Boxer Switchitter,2014 Mega-Tins Mega Pack,Common, MP14-EN005,$0.38
Vertical Landing,2014 Mega-Tins Mega Pack,Common, MP14-EN103,$0.15
"Mari̱a, Princess of Sunflowers",2014 Mega-Tins Mega Pack,Super, MP14-EN157,$0.45
Ghostrick Specter,2014 Mega-Tins Mega Pack,Common, MP14-EN139,$0.55
Obedience Schooled,2014 Mega-Tins Mega Pack,Super, MP14-EN242,$0.73
Fishborg Archer,2014 Mega-Tins Mega Pack,Common, MP14-EN122,$0.16
Battlin' Boxer Rib Gardna,2014 Mega-Tins Mega Pack,Common, MP14-EN130,$0.17
Kujakujaku,2014 Mega-Tins Mega Pack,Common, MP14-EN124,$0.10
Battlin' Boxer Counterpunch,2014 Mega-Tins Mega Pack,Common, MP14-EN006,$0.22
2014 Mega-Tin Mega-Pack,2014 Mega-Tins Mega Pack,Pack, Pack,$20.00
Vampire Grace,2014 Mega-Tins Mega Pack,Common, MP14-EN153,$0.99
Archfiend Giant,2014 Mega-Tins Mega Pack,Rare, MP14-EN181,$0.27
Bujingi Ophidian,2014 Mega-Tins Mega Pack,Common, MP14-EN074,$0.16
Gorgonic Cerberus,2014 Mega-Tins Mega Pack,Common, MP14-EN195,$0.12
Do a Barrel Roll,2014 Mega-Tins Mega Pack,Rare, MP14-EN049,$0.19
Bujingi Wolf,2014 Mega-Tins Mega Pack,Common, MP14-EN072,$0.12
Ghostrick Jackfrost,2014 Mega-Tins Mega Pack,Common, MP14-EN202,$0.34
Cheepcheepcheep,2014 Mega-Tins Mega Pack,Common, MP14-EN090,$0.16
Ghostrick Yeti,2014 Mega-Tins Mega Pack,Common, MP14-EN239,$0.19
Battlin' Boxer Glassjaw,2014 Mega-Tins Mega Pack,Common, MP14-EN003,$0.21
Aerial Recharge,2014 Mega-Tins Mega Pack,Common, MP14-EN048,$0.20
Battlin' Boxer Sparrer,2014 Mega-Tins Mega Pack,Common, MP14-EN004,$0.26
Five Brothers Explosion,2014 Mega-Tins Mega Pack,Common, MP14-EN058,$0.11
Umbral Horror Ghoul,2014 Mega-Tins Mega Pack,Common, MP14-EN066,$0.12
Mermail Abyssbalaen,2014 Mega-Tins Mega Pack,Ultra, MP14-EN055,$0.22
Mecha Phantom Beast Stealthray,2014 Mega-Tins Mega Pack,Common, MP14-EN010,$0.10
Summon Breaker,2014 Mega-Tins Mega Pack,Common, MP14-EN043,$0.48
Archfiend Cavalry,2014 Mega-Tins Mega Pack,Rare, MP14-EN083,$0.45
Mecha Phantom Beast Kalgriffin,2014 Mega-Tins Mega Pack,Rare, MP14-EN150,$0.28
Gorgonic Golem,2014 Mega-Tins Mega Pack,Common, MP14-EN192,$0.12
Interplanetarypurplythorny Beast,2014 Mega-Tins Mega Pack,Common, MP14-EN246,$0.09
"Alpacaribou, Mystical Beast of the Forest",2014 Mega-Tins Mega Pack,Common, MP14-EN244,$0.16
Super Defense Robot Lio,2014 Mega-Tins Mega Pack,Common, MP14-EN063,$0.09
Gorgonic Ghoul,2014 Mega-Tins Mega Pack,Common, MP14-EN194,$0.11
Armageddon Designator,2014 Mega-Tins Mega Pack,Common, MP14-EN112,$0.09
Super Defense Robot Elephan,2014 Mega-Tins Mega Pack,Common, MP14-EN064,$0.21
Super Defense Robot Monki,2014 Mega-Tins Mega Pack,Common, MP14-EN065,$0.10
Bujingi Boar,2014 Mega-Tins Mega Pack,Common, MP14-EN147,$0.13
Secret Sect Druid Wid,2014 Mega-Tins Mega Pack,Common, MP14-EN132,$0.09
Starship Spy Plane,2014 Mega-Tins Mega Pack,Common, MP14-EN247,$0.10
Mecha Phantom Beast Blackfalcon,2014 Mega-Tins Mega Pack,Common, MP14-EN009,$0.18
"Chirubime, Princess of Autumn Leaves",2014 Mega-Tins Mega Pack,Super, MP14-EN216,$0.71
Bujintei Susanowo,2014 Mega-Tins,Secret, CT11-EN002,$0.46
Number 47: Nightmare Shark,2014 Mega-Tins,Super, CT11-EN004,$1.42
Brotherhood of the Fire Fist - Tiger King,2014 Mega-Tins,Secret, CT11-EN001,$0.55
Archfiend Commander,2014 Mega-Tins,Super, CT11-EN006,$0.28
Bujingi Crane,2014 Mega-Tins,Super, CT11-EN005,$0.27
Brotherhood of the Fire Fist - Gorilla,2014 Mega-Tins,Super, CT11-EN003,$0.16
2014 Mega-Tin Fire Fists,2014 Mega-Tins,Pack, Pack,No Price
2014 Mega-Tin Bujin,2014 Mega-Tins,Pack, Pack,No Price
Fluffal Bear,2015 Mega-Tins Mega Pack,Common, MP15-EN139,$2.55
Pot of Riches,2015 Mega-Tins Mega Pack,Secret, MP15-EN233,$1.91
El Shaddoll Shekhinaga,2015 Mega-Tins Mega Pack,Secret, MP15-EN161,$3.91
Artifact Lancea,2015 Mega-Tins Mega Pack,Common, MP15-EN089,$0.76
"Orea, the Sylvan High Arbiter",2015 Mega-Tins Mega Pack,Secret, MP15-EN028,$1.40
Sky Cavalry Centaurea,2015 Mega-Tins Mega Pack,Ultra, MP15-EN225,$14.08
Solemn Scolding,2015 Mega-Tins Mega Pack,Secret, MP15-EN186,$3.09
Toy Vendor,2015 Mega-Tins Mega Pack,Common, MP15-EN170,$0.47
Number 99: Utopic Dragon,2015 Mega-Tins Mega Pack,Secret, MP15-EN190,$7.61
The Monarchs Stormforth,2015 Mega-Tins Mega Pack,Common, MP15-EN109,$0.49
"Saffira, Queen of Dragons",2015 Mega-Tins Mega Pack,Ultra, MP15-EN095,$2.16
Uni-Zombie,2015 Mega-Tins Mega Pack,Common, MP15-EN217,$0.54
El Shaddoll Grysta,2015 Mega-Tins Mega Pack,Secret, MP15-EN160,$1.75
Fluffal Dog,2015 Mega-Tins Mega Pack,Rare, MP15-EN140,$1.76
Phonon Pulse Dragon,2015 Mega-Tins Mega Pack,Rare, MP15-EN031,$0.62
Sinister Shadow Games,2015 Mega-Tins Mega Pack,Ultra, MP15-EN114,$8.60
Fluffal Cat,2015 Mega-Tins Mega Pack,Common, MP15-EN142,$0.92
Qliphort Disk,2015 Mega-Tins Mega Pack,Secret, MP15-EN145,$1.47
Satellarknight Deneb,2015 Mega-Tins Mega Pack,Ultra, MP15-EN074,$9.87
Stellarnova Alpha,2015 Mega-Tins Mega Pack,Ultra, MP15-EN113,$4.01
"Virgil, Rock Star of the Burning Abyss",2015 Mega-Tins Mega Pack,Secret, MP15-EN187,$0.76
Time-Space Trap Hole,2015 Mega-Tins Mega Pack,Secret, MP15-EN119,$2.38
Shaddoll Core,2015 Mega-Tins Mega Pack,Super, MP15-EN115,$2.46
Cloudcastle,2015 Mega-Tins Mega Pack,Common, MP15-EN125,$2.21
Deskbot 001,2015 Mega-Tins Mega Pack,Common, MP15-EN092,$0.98
Satellarknight Vega,2015 Mega-Tins Mega Pack,Common, MP15-EN076,$0.27
Gem-Knight Lapis,2015 Mega-Tins Mega Pack,Common, MP15-EN202,$0.49
Fluffal Leo,2015 Mega-Tins Mega Pack,Common, MP15-EN138,$0.20
Stellarknight Delteros,2015 Mega-Tins Mega Pack,Secret, MP15-EN098,$2.09
El Shaddoll Winda,2015 Mega-Tins Mega Pack,Ultra, MP15-EN093,$3.09
Gladiator Beast Nerokius,2015 Mega-Tins Mega Pack,Secret, MP15-EN051,$1.61
Fluffal Owl,2015 Mega-Tins Mega Pack,Rare, MP15-EN141,$0.41
Infernoid Onuncu,2015 Mega-Tins Mega Pack,Secret, MP15-EN209,$1.78
Sylvan Sagequoia,2015 Mega-Tins Mega Pack,Ultra, MP15-EN016,$0.48
Satellarknight Procyon,2015 Mega-Tins Mega Pack,Common, MP15-EN147,$0.15
Galaxy Mirror Sage,2015 Mega-Tins Mega Pack,Common, MP15-EN002,$0.25
Shaddoll Fusion,2015 Mega-Tins Mega Pack,Super, MP15-EN103,$1.81
Fluffal Rabbit,2015 Mega-Tins Mega Pack,Common, MP15-EN143,$0.49
Frightfur Wolf,2015 Mega-Tins Mega Pack,Rare, MP15-EN159,$0.27
"Baxia, Brightness of the Yang Zing",2015 Mega-Tins Mega Pack,Secret, MP15-EN096,$3.01
Night Dragolich,2015 Mega-Tins Mega Pack,Ultra, MP15-EN153,$0.41
Artifact Sanctum,2015 Mega-Tins Mega Pack,Ultra, MP15-EN041,$4.21
"Yazi, Evil of the Yang Zing",2015 Mega-Tins Mega Pack,Secret, MP15-EN163,$4.89
Bujingi Sinyou,2015 Mega-Tins Mega Pack,Ultra, MP15-EN049,$0.49
Superheavy Samurai Scales,2015 Mega-Tins Mega Pack,Rare, MP15-EN133,$2.64
Sylvan Princessprout,2015 Mega-Tins Mega Pack,Super, MP15-EN048,$1.52
El Shaddoll Construct,2015 Mega-Tins Mega Pack,Ultra, MP15-EN094,$3.52
Nekroz of Gungnir,2015 Mega-Tins Mega Pack,Secret, MP15-EN219,$2.12
Artifact Moralltach,2015 Mega-Tins Mega Pack,Super, MP15-EN006,$4.33
El Shaddoll Fusion,2015 Mega-Tins Mega Pack,Super, MP15-EN174,$1.51
Heliosphere Dragon,2015 Mega-Tins Mega Pack,Common, MP15-EN004,$0.12
Bujinki Amaterasu,2015 Mega-Tins Mega Pack,Secret, MP15-EN029,$0.84
Artifact Scythe,2015 Mega-Tins Mega Pack,Super, MP15-EN001,$2.59
Galaxy Tyranno,2015 Mega-Tins Mega Pack,Rare, MP15-EN003,$0.50
Deskbot 002,2015 Mega-Tins Mega Pack,Common, MP15-EN156,$0.25
Raidraptor - Vanishing Lanius,2015 Mega-Tins Mega Pack,Common, MP15-EN201,$0.58
Number 43: Manipulator of Souls,2015 Mega-Tins Mega Pack,Common, MP15-EN025,$0.20
Raiza the Mega Monarch,2015 Mega-Tins Mega Pack,Secret, MP15-EN091,$1.93
"Dante, Traveler of the Burning Abyss",2015 Mega-Tins Mega Pack,Secret, MP15-EN121,$12.34
Number 48: Shadow Lich,2015 Mega-Tins Mega Pack,Common, MP15-EN056,$0.49
Noble Knight Brothers,2015 Mega-Tins Mega Pack,Secret, MP15-EN046,$1.45
Tachyon Chaos Hole,2015 Mega-Tins Mega Pack,Super, MP15-EN040,$1.08
Stellarknight Alpha,2015 Mega-Tins Mega Pack,Common, MP15-EN101,$0.14
Number C102: Archfiend Seraph,2015 Mega-Tins Mega Pack,Super, MP15-EN024,$0.39
Herald of Ultimateness,2015 Mega-Tins Mega Pack,Ultra, MP15-EN157,$3.38
Rank-Up-Magic - The Seventh One,2015 Mega-Tins Mega Pack,Secret, MP15-EN033,$1.23
Shaddoll Squamata,2015 Mega-Tins Mega Pack,Common, MP15-EN080,$0.42
Stellarknight Constellar Diamond,2015 Mega-Tins Mega Pack,Ultra, MP15-EN224,$2.23
Qliphort Stealth,2015 Mega-Tins Mega Pack,Ultra, MP15-EN210,$1.75
"Bixi, Water of the Yang Zing",2015 Mega-Tins Mega Pack,Super, MP15-EN085,$0.59
Saqlifice,2015 Mega-Tins Mega Pack,Ultra, MP15-EN171,$1.65
Hexatellarknight,2015 Mega-Tins Mega Pack,Common, MP15-EN173,$0.20
Bujin Hirume,2015 Mega-Tins Mega Pack,Ultra, MP15-EN017,$2.21
"Bi'an, Earth of the Yang Zing",2015 Mega-Tins Mega Pack,Super, MP15-EN084,$0.68
Performapal Partnaga,2015 Mega-Tins Mega Pack,Common, MP15-EN192,$0.15
Jinzo - Jector,2015 Mega-Tins Mega Pack,Super, MP15-EN214,$1.07
Satellarknight Betelgeuse,2015 Mega-Tins Mega Pack,Common, MP15-EN148,$0.26
Magical Spring,2015 Mega-Tins Mega Pack,Secret, MP15-EN108,$0.51
Number 42: Galaxy Tomahawk,2015 Mega-Tins Mega Pack,Common, MP15-EN055,$0.54
Yang Zing Path,2015 Mega-Tins Mega Pack,Secret, MP15-EN105,$1.48
Yang Zing Creation,2015 Mega-Tins Mega Pack,Ultra, MP15-EN116,$0.92
Re-qliate,2015 Mega-Tins Mega Pack,Common, MP15-EN242,$0.27
"Jiaotu, Darkness of the Yang Zing",2015 Mega-Tins Mega Pack,Ultra, MP15-EN151,$2.67
Qliphort Scout,2015 Mega-Tins Mega Pack,Ultra, MP15-EN144,$1.36
Oracle of the Herald,2015 Mega-Tins Mega Pack,Common, MP15-EN176,$0.23
Double Dragon Descent,2015 Mega-Tins Mega Pack,Common, MP15-EN039,$0.21
Forbidden Scripture,2015 Mega-Tins Mega Pack,Secret, MP15-EN038,$0.72
1st Movement Solo,2015 Mega-Tins Mega Pack,Super, MP15-EN169,$2.87
Superheavy Samurai Soulpiercer,2015 Mega-Tins Mega Pack,Common, MP15-EN199,$0.29
Doomstar Magician,2015 Mega-Tins Mega Pack,Ultra, MP15-EN120,$0.23
Infernoid Seitsemas,2015 Mega-Tins Mega Pack,Common, MP15-EN207,$0.26
